Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Visibilidad
juego-toalla-y-toallon-350grs;;;Color;Vison;;;;;22,900.00;;0.30;20.00;15.00;5.00;0;;;;;;;;;;;;;;;
juego-toalla-y-toallon-350grs;;;Color;Petroleo;;;;;22,900.00;;0.30;20.00;15.00;5.00;2;;;;;;;;;;;;;;;
repasador-waffle-melange-70x45cm;Repasador WAFFLE Melange 70x45cm;COCINA > REPASADORES;Color;Beige;;;;;3,900.00;;0.10;10.00;10.00;2.00;7;;;SI;NO;"<p>El&nbsp;<em>Repasador WAFFLE Melange 45x70cm</em>&nbsp;es ideal para tu cocina gracias a su tama&ntilde;o extra grande y calidad superior.</p>
<p>Confeccionado en&nbsp;<strong>100% algod&oacute;n nido de abeja</strong>&nbsp;de 200 gr/m&sup2;, garantiza absorci&oacute;n y durabilidad.</p>
<p>Disponible en varios colores.</p>
<p>Sus medidas pr&aacute;cticas permiten un uso c&oacute;modo y eficiente para secar y limpiar. &iexcl;Un imprescindible para tu hogar!</p>";;;;;SI;;;;;Visible
repasador-waffle-melange-70x45cm;;;Color;Gris;;;;;3,900.00;;0.10;10.00;10.00;2.00;8;;;;;;;;;;;;;;;
repasador-waffle-melange-70x45cm;;;Color;Gris Oscuro;;;;;3,900.00;;0.10;10.00;10.00;2.00;8;;;;;;;;;;;;;;;
repasador-terry-45x70cm;Repasador TERRY 45x70cm;COCINA > REPASADORES;Color;Bordó;;;;;5,200.00;;0.15;10.00;10.00;3.00;0;;;SI;NO;"<p>El <em>Repasador TERRY 45x70cm</em> es ideal para tu cocina gracias a su tama&ntilde;o extra grande y calidad superior.</p>
<p>Confeccionado en <strong>100% algod&oacute;n jacquard Terry</strong> de 350 gr/m&sup2;, garantiza absorci&oacute;n y durabilidad.</p>
<p>Disponible en varios colores con elegantes cuadriculas blancas, combina estilo y funcionalidad.</p>
<p>Sus medidas pr&aacute;cticas permiten un uso c&oacute;modo y eficiente para secar y limpiar. &iexcl;Un imprescindible para tu hogar!</p>";;;;;SI;;;;;Visible
repasador-terry-45x70cm;;;Color;Azul;;;;;5,200.00;;0.15;10.00;10.00;3.00;0;;;;;;;;;;;;;;;
repasador-terry-45x70cm;;;Color;Gris;;;;;5,200.00;;0.15;10.00;10.00;3.00;4;;;;;;;;;;;;;;;
repasador-terry-45x70cm;;;Color;Negro;;;;;5,200.00;;0.15;10.00;10.00;3.00;1;;;;;;;;;;;;;;;
repasador-road-60x40cm;Repasador ROAD 60x40cm;COCINA > REPASADORES;Color;Negro;;;;;3,900.00;;0.10;10.00;10.00;2.00;0;;;SI;NO;"<p>El&nbsp;<em>Repasador ROAD 60x40cm</em>&nbsp;es ideal para tu cocina gracias a su tama&ntilde;o y calidad superior.</p>
<p>Confeccionado en&nbsp;<strong>100% algod&oacute;n jacquard ROAD</strong>&nbsp;de 200 gr/m&sup2;, garantiza absorci&oacute;n y durabilidad.</p>
<p>Disponible en varios colores combinado con rayas color blanco.</p>
<p>Sus medidas pr&aacute;cticas permiten un uso c&oacute;modo y eficiente para secar y limpiar. &iexcl;Un imprescindible para tu hogar!</p>";;;;;SI;;;;;Visible
repasador-road-60x40cm;;;Color;Gris;;;;;3,900.00;;0.10;10.00;10.00;2.00;8;;;;;;;;;;;;;;;
repasador-road-60x40cm;;;Color;Beige;;;;;3,900.00;;0.10;10.00;10.00;2.00;5;;;;;;;;;;;;;;;
alfombra-bambi-60x45cm;Alfombra Bambi 60x45cm;LIVING > ALFOMBRAS;;;;;;;13,900.00;;0.30;45.00;30.00;5.00;0;;;SI;NO;"<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Medidas: 45x60cm</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Alfombra de telar, confeccionadas con estopa 100% algod&oacute;n, tienen flecos en sus laterales.</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">&nbsp;Color natural con lineas en blanco.&nbsp;</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Apta lavarropas y secarropas, al ser algod&oacute;n se recomienda que la temperatura del agua no supere los 30*C preferentemente agua fr&iacute;a y en modo lavado a mano o lavado cuidado.</p>";;;;;SI;;;;;Visible
packx4-servilletas1;Packx4 Servilletas WHITE;COCINA > MANTELES;;;;;;;12,500.00;;0.10;10.00;10.00;2.00;4;;;SI;NO;"<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">Servilletas confeccionada en gasa pa&ntilde;alera pre-lavada, 100% algod&oacute;n.</strong></p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Vienen en pack de 4 unidades.</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Color OFF WHITE</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">Miden aproximadamente 37x27.</strong></p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">&iquest;Cuidados del producto?</strong> Al ser un articulo de algodon recomendamos que su lavado sea con agua fr&iacute;a, ya que el calor puede contraer la tela. Es apta lavarropas y secarropas. Secar a la sombra</p>";;;;;SI;;;;;Visible
packx4-servilletas-lets-celebrate;Packx4 Servilletas LETS CELEBRATE;COCINA > MANTELES;;;;;;;12,500.00;;0.10;10.00;10.00;2.00;3;;;SI;NO;"<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">Servilletas confeccionada en gasa pa&ntilde;alera pre-lavada, 100% algod&oacute;n.</strong></p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Vienen en pack de 4 unidades.</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Color blanco con estampa sublimada.&nbsp;</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">Miden aproximadamente 37x27.</strong></p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">&iquest;Cuidados del producto?</strong> Al ser un articulo de algodon recomendamos que su lavado sea con agua fr&iacute;a, ya que el calor puede contraer la tela. Es apta lavarropas y secarropas. Secar a la sombra</p>";;;;;SI;;;;;Visible
set-x2-individuales-enjoy;Set x2 Individuales ENJOY;COCINA > REPASADORES, COCINA > INDIVIDUALES;;;;;;;12,500.00;;0.10;10.00;10.00;2.00;4;;;SI;NO;"<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Pack de individuales estampados&nbsp;<strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">por 2 unidades</strong>, los mismos son confeccionados en&nbsp;<strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">tusor liviano,&nbsp;</strong>100% algodon estampados en serigrafia m&eacute;todo de estampa manual y super artesanal.</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;""><br />Al ser algod&oacute;n puro son&nbsp;<strong style=""font-weight: bold; margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline;"">SUPER abosorbentes,</strong>&nbsp;pueden usarse para decorar las cocinas, como individual de mesa o tambi&eacute;n como repasador.&nbsp;</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Cada pa&ntilde;o mide 40x60cm.</p>
<p style=""margin-top: 20px; margin-bottom: 20px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; max-width: 100%; color: #434343; font-family: Montserrat, sans-serif; font-size: 14px; background-color: #ffffff;"">Recomendamos lavar con agua fr&iacute;a o que la misma no supere los 30&ordm;C, centrifugado lo mas bajo posible y secado a la sombra.&nbsp;</p>";;;;;SI;;;;;Visible
manta-alfombra-tulum-200x175cm-negra;Manta/ Alfombra TULUM 200x175cm Negra;LIVING > MANTAS, LIVING > ALFOMBRAS;;;;;;;29,900.00;;0.40;20.00;20.00;10.00;2;;;SI;NO;"<p>Manta 100% Pabilo de Algod&oacute;n TULUM</p>
<p>Color: Crudo con rayas negras.</p>
<p>Material: Confeccionada en telar, esta manta est&aacute; hecha 100% de pabilo de algod&oacute;n, lo que garantiza suavidad y calidad.</p>
<p>&nbsp;</p>
<p>Medidas: Aproximadamente 2,00 x 1,75 metros. Debido a su producci&oacute;n artesanal, puede haber ligeras variaciones en las dimensiones.</p>
<p>&nbsp;</p>
<p>&iquest;D&oacute;nde usarla?</p>
<p>La manta TULUM es vers&aacute;til y se adapta a m&uacute;ltiples espacios. &Uacute;sala como: - Manta de sill&oacute;n - Cubre sill&oacute;n - Cubre cama de 2 plazas - Pie de cama - &iexcl;Incluso como alfombra!</p>
<p>&nbsp;</p>
<p>Cuidado y mantenimiento</p>
<p>Para preservar su calidad, se recomienda: - Lavado a mano preferentemente. - Si usas lavarropas, selecciona el modo de lavado delicado, con agua fr&iacute;a (no superar los 30&deg;C). - Evita centrifugados fuertes (menos de 800 revoluciones). - Secar a la sombra, evitando el calor para prevenir el encogimiento.</p>
<p>&nbsp;</p>
<p>&iexcl;Agrega un toque de calidez y estilo a tu hogar con la Manta TULUM!</p>";;;;;SI;;;;;Visible
packx2-cuadros;Packx2 Cuadros;LIVING > DECO - FLOREROS, VARIOS;Modelo;AMOR;;;;;29,500.00;;0.30;20.00;15.00;5.00;0;;;SI;NO;"<p>Descubr&iacute; nuestro <strong>Packx2 Cuadros</strong>, una opci&oacute;n perfecta para decorar tus espacios con estilo y variedad.</p>
<p>Incluye dos cuadros en diferentes modelos, con medidas de <em>25cm x 20cm</em> y <em>22cm x 18cm</em>, fabricados en melamina de alta calidad (18mm y 5mm).</p>
<p>Podes colocarlos sobre algun estante y tambien viene para colgarlos con cinta bifaz, sin necesidad de hacer agujeros en la pared.&nbsp;</p>
<p>Disponibles en colores <em>Gaud&iacute;</em> y <em>blanco</em>, estos cuadros combinan resistencia y est&eacute;tica para darle un toque &uacute;nico a tu hogar u oficina.</p>";;;;;SI;;;;;Visible
packx2-cuadros;;;Modelo;FAMILIA;;;;;29,500.00;;0.30;20.00;15.00;5.00;2;;;;;;;;;;;;;;;
packx2-cuadros;;;Modelo;HOGAR;;;;;29,500.00;;0.30;20.00;15.00;5.00;0;;;;;;;;;;;;;;;
packx2-cuadros;;;Modelo;VIDA;;;;;29,500.00;;0.30;20.00;15.00;5.00;0;;;;;;;;;;;;;;;
porta-llaves-sweet-15x10cm;Porta llaves SWEET 15x10cm;LIVING > DECO - FLOREROS, VARIOS;;;;;;;8,500.00;;0.20;15.00;10.00;2.00;13;;;SI;NO;"<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Porta llaves SWEET 15x10cm</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">El Porta llaves SWEET es la soluci&oacute;n perfecta para mantener el orden en tu hogar. Con medidas de 15x10cm, est&aacute; fabricado en melamina de alta calidad, lo que garantiza su resistencia y durabilidad.</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">&nbsp;</p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: 'Open Sans', sans-serif; font-size: 16px; background-color: #ffffff;"">Portallaves con 2 tiradores met&aacute;licos escuadra.&nbsp;</span></p>
<ul style=""font-size: 16px; margin: 20px 0px; padding: 0px; list-style: outside; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">
<li><span style=""background-color: #ffffff;"">Material: Melamina 18mm</span></li>
<li><span style=""background-color: #ffffff;"">Colores: Gaud&iacute; y blanco</span></li>
</ul>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Incluye cinta bifaz, lo que permite una instalaci&oacute;n sencilla sin necesidad de tornillos ni perforar la pared. SUPER RESISTENTE</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">&nbsp;</p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&iexcl;Organiz&aacute; tus llaves con estilo y funcionalidad gracias al Porta llaves SWEET!</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">&nbsp;</p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">&nbsp;</p>";;;;;SI;;;;;Visible
porta-llaves-hey-14x10cm;Porta llaves HEY 14x10cm;LIVING > DECO - FLOREROS, VARIOS;;;;;;;8,500.00;;0.20;10.00;15.00;2.00;8;;;SI;NO;"<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Porta llaves HEY 14x10cm</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">El Porta llaves HEY es la soluci&oacute;n perfecta para mantener el orden en tu hogar. Con medidas de 14x10cm, est&aacute; fabricado en melamina de alta calidad, lo que garantiza su resistencia y durabilidad.</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Portallaves con 2 tiradores met&aacute;licos escuadra.&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">&nbsp;</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Material: Melamina 18mm</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Colores: Gaud&iacute; y blanco</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;""><span style=""font-family: Open Sans, sans-serif;""><span style=""font-size: 16px;"">Incluye cinta bifaz, lo que permite una instalaci&oacute;n sencilla sin necesidad de tornillos ni perforar la pared. SUPER RESISTENTE</span></span></p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">&nbsp;</p>
<p style=""font-size: 16px; margin-bottom: 0px; font-family: 'Open Sans', sans-serif; -webkit-text-size-adjust: 100%;"">&nbsp;</p>";;;;;SI;;;;;Visible
porta-repasador-oval-12x6cm;Porta Repasador Oval 12x6cm;COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;4,000.00;;0.10;12.00;6.00;2.00;0;;;SI;NO;"<p>Porta Repasador Oval 12x6cm</p>
<p>&nbsp;</p>
<p>El Porta Repasador Oval es la soluci&oacute;n perfecta para mantener el orden en tu hogar.</p>
<p>Con medidas de 12x6cm, est&aacute; fabricado en melamina de alta calidad, lo que garantiza su resistencia y durabilidad.</p>
<p>&nbsp;</p>
<p>Material: Melamina 18mm</p>
<p>Colores: Gaudi</p>
<p>Incluye cinta bifaz, lo que permite una instalaci&oacute;n sencilla sin necesidad de tornillos ni perforar la pared. SUPER RESISTENTE</p>
<p>&nbsp;</p>";;;;;SI;;;;;Visible
florero-sos-la-mejor-12x13cm;Florero SOS LA MEJOR 12x13cm;COMBOS PARA REGALAR;;;;;;;9,000.00;;0.30;10.00;10.00;2.00;2;;;NO;NO;"<p>Descubr&iacute; el <strong>Florero SOS LA MEJOR</strong>, un elegante complemento para tu hogar de 12x13 cm, fabricado en melamina color Gaud&iacute;.</p>
<p>Su dise&ntilde;o moderno y resistente aporta un toque especial a cualquier ambiente.</p>
<p>Adem&aacute;s, incluye un hermoso ramo de flores y una tarjeta personalizada, ideal para celebrar el D&iacute;a de la Madre. Perfecto para regalar o para realzar tus espacios con estilo y calidez.</p>";;;;;SI;;;;;Oculto
florero-mama-12x10cm;Florero MAMÁ 12x10cm;COMBOS PARA REGALAR;;;;;;;9,000.00;;0.30;10.00;10.00;2.00;2;;;NO;NO;"<p>Descubr&iacute; el&nbsp;<strong>Florero MAM&Aacute;</strong>, un elegante complemento para tu hogar de 12x10 cm, fabricado en melamina color Gaud&iacute;.</p>
<p>Su dise&ntilde;o moderno y resistente aporta un toque especial a cualquier ambiente.</p>
<p>Adem&aacute;s, incluye un hermoso ramo de flores y una tarjeta personalizada, ideal para celebrar el D&iacute;a de la Madre. Perfecto para regalar o para realzar tus espacios con estilo y calidez.</p>";;;;;SI;;;;;Oculto
vela-mama-12x6cm;Vela Mamá 12x6cm;COMBOS PARA REGALAR;;;;;;;5,000.00;;0.10;5.00;5.00;2.00;5;;;NO;NO;"<p>Descubr&iacute; el Porta Vela MAMA, un elegante complemento para tu hogar de 12x6 cm, fabricado en melamina color Helzinki.</p>
<p>Su dise&ntilde;o moderno y resistente aporta un toque especial a cualquier ambiente.</p>
<p>Adem&aacute;s, incluye una vela y una tarjeta personalizada, ideal para celebrar el D&iacute;a de la Madre. Perfecto para regalar o para realzar tus espacios con estilo y calidez.</p>";;;;;SI;;;;;Oculto
atril-mama-15x6cm;Atril Mamá 15x6cm;COMBOS PARA REGALAR;;;;;;;5,500.00;;0.20;10.00;15.00;6.00;7;;;NO;NO;"<p>Descubr&iacute; el Atril MAMA, un elegante complemento para regalar a mama en su dia de 15x6 cm, fabricado en melamina color Gaud&iacute;.</p>
<p>Su dise&ntilde;o moderno y resistente aporta un toque especial a cualquier ambiente.</p>
<p>Adem&aacute;s, incluye una vela y una tarjeta personalizada, ideal para celebrar el D&iacute;a de la Madre. Perfecto para regalar o para realzar tus espacios con estilo y calidez.</p>";;;;;SI;;;;;Oculto
setx2-platos-rectangulares-de-bambu;Setx2 Platos Rectangulares de Bambu;COCINA > BAZAR > BANDEJAS - BOWLS - TABLAS, COCINA > BAZAR > CUBIERTOS - VAJILLA, DIA DEL PADRE;;;;;;;21,600.00;;0.20;20.00;15.00;1.00;2;;;SI;NO;"<p><strong>Set x 2 Platos Rectangulares de Bamb&uacute;</strong></p>
<p>Eleg&iacute; un toque natural y elegante para tus comidas con este set de dos platos rectangulares de bamb&uacute;.</p>
<p>Con medidas de <em>21 cm de ancho x 26 cm de largo</em> y una altura de <em>1 cm</em>, son ideales para presentar tus platos con estilo y funcionalidad.</p>
<p>El bamb&uacute; es un material resistente y ecol&oacute;gico, perfecto para uso diario. Adem&aacute;s, su dise&ntilde;o simple y sofisticado se adapta a cualquier tipo de vajilla y decoraci&oacute;n. Sum&aacute; estos platos a tu cocina para disfrutar de una experiencia gastron&oacute;mica diferente y sustentable.</p>";;;;;SI;;;;;Visible
escobilla-de-metal-y-bambu;Escobilla de Metal y Bambu;BAÑO > CESTOS PARA BAÑO ;;;;;;;16,900.00;;0.20;25.00;5.00;5.00;0;;;SI;NO;"<p>Descubr&iacute; el <strong>cepillo de ba&ntilde;o con dep&oacute;sito de metal y tapa de bambu</strong>, un accesorio funcional y sofisticado para tu ba&ntilde;o.</p>
<p>Su elegante color negro y dise&ntilde;o compacto (9,5 cm de di&aacute;metro y 38 cm de alto) se adaptan a cualquier estilo decorativo.</p>
<p>La tapa de bamboo aporta un toque natural y moderno, mientras que el dep&oacute;sito met&aacute;lico asegura durabilidad y f&aacute;cil limpieza. Ideal para mantener tu ba&ntilde;o limpio y ordenado con estilo. &iexcl;Sumalo a tu espacio hoy mismo!</p>";;;;;SI;;;;;Visible
packx5-bolsas-de-ropa-al-vacio-bomba-manual;Packx5 Bolsas de ropa al Vacio + Bomba Manual;VARIOS, ORGANIZACIÓN;;;;;;;18,500.00;;0.10;20.00;15.00;2.00;0;;;SI;NO;"<p><strong>Pack x 5 bolsas de ropa al vacío: la solución ideal para maximizar tu espacio</strong></p>
<p>¿Buscas optimizar el lugar donde guardas tu ropa? Este <strong>pack de 5 bolsas de ropa al vacío</strong> es perfecto para reducir hasta un <em>80% el espacio</em> que ocupan tus prendas, manteniéndolas protegidas y organizadas.</p>
<h3>Características principales:</h3>
<ul>
<li><strong>Protección completa:</strong> Nuestras bolsas están diseñadas para conservar tus prendas libres de humedad, hongos, insectos, polvo, suciedad y olores desagradables.</li>
<li><strong>Medidas variadas:</strong> El pack incluye una bolsa grande de 80 x 100 cm, dos bolsas medianas de 60 x 80 cm y dos bolsas más pequeñas de 50 x 70 cm, adaptándose a diferentes tipos y cantidades de ropa.</li>
<li><strong>Fácil de usar:</strong> Incluye una bomba manual para extraer el aire de las bolsas de manera rápida y sencilla, sin necesidad de aspiradoras complicadas.</li>
<li><strong>Material resistente:</strong> Fabricadas con materiales duraderos, que garantizan la conservación de la calidad de las prendas durante el almacenamiento prolongado.</li>
</ul>
<h3>Ventajas de utilizar bolsas al vacío:</h3>
<ul>
<li><em>Ahorro de espacio:</em> Ideal para guardar ropa de temporada, ropa de cama o mantas, permitiéndote liberar armarios, baúles o maleteros.</li>
<li><em>Protección contra agentes externos:</em> Mantiene tus prendas como nuevas, evitando el deterioro por humedad o la proliferación de insectos.</li>
<li><em>Orden y limpieza:</em> Facilita una organización eficiente en tu hogar, evitando el desorden y acumulación de polvo.</li>
</ul>
<p>Este pack es una excelente inversión para quienes desean mantener su ropa en perfectas condiciones y aprovechar al máximo cada rincón. Además, su uso es muy sencillo y práctico, ideal para cualquier hogar.</p>
<p>Renová tu forma de guardar la ropa con este <strong>pack de bolsas al vacío</strong> y disfruta de un espacio más ordenado y protegido.</p>
<p>¡No esperes más y aprovecha esta oferta para mantener tu hogar organizado y tus prendas cuidadas!</p>";;;;;SI;;;;;Visible
